189.99
161.09
169.32
0.83
130.91
228.33
138.41
248.12
137.32
149.78
142.35
158.39
101.6
114.97
167.47
157.75
180.6
159.89
56.45
187.28
123.65
240.95
178.07
15.03
65.05
227.58
106.41
185.84
166.82
236.02
139.79
268.75
132.81
197.33
237.15
120.62
195.33
218.39
163.74
148.98
211.98
133.86
8.88
173.43
47.86
49.29
162.2
167.95
119.66
97.5
82.88
179.41
228
46.28
144.18
169.79
157.22
235.47
183.49
96.45
307.64
73.78
268.24
221.15
193.42
109.93
50.24
133.86
86.47
56
185.97
114.45
84.2
9.1
158.99
123.06
149.55
226.4
146.03
128.13
154.68
62.69
86.87
177.51
198.68
251.62
160.34
42.38
125.91
218.12
178.1
126.7
191.37
185.55
149.29
242.72
142.67
152.46
167.81
168.45
